price,rooms,bathroom,lift,terrace,square_meters,real_state,neighborhood,square_meters_price,calculated_price
3200,5.0,3.0,True,False,208.0,flat,Gràcia,15.384615384615383,3199.9999999999995
3768,3.0,2.0,True,True,117.0,flat,Gràcia,32.205128205128204,3768.0
2760,3.0,2.0,False,False,80.0,apartment,Eixample,34.5,2760.0
3200,5.0,3.0,True,False,200.0,flat,Les Corts,16.0,3200.0
3400,5.0,3.0,True,False,200.0,flat,Les Corts,17.0,3400.0
3200,4.0,3.0,True,True,148.0,flat,Sarria-Sant Gervasi,21.62162162162162,3200.0
3800,3.0,4.0,True,False,218.0,,Eixample,17.431192660550458,3800.0
8482,4.0,7.0,True,True,225.0,flat,Les Corts,37.69777777777778,8482.0
3500,2.0,2.0,True,True,152.0,flat,Sarria-Sant Gervasi,23.026315789473685,3500.0
3219,3.0,2.0,True,True,120.0,flat,Sarria-Sant Gervasi,26.825,3219.0
3400,3.0,3.0,True,True,220.0,flat,Sarria-Sant Gervasi,15.454545454545457,3400.0000000000005
3200,4.0,3.0,True,True,200.0,,Sarria-Sant Gervasi,16.0,3200.0
3500,4.0,4.0,True,True,188.0,flat,Sarria-Sant Gervasi,18.617021276595743,3499.9999999999995
3500,2.0,2.0,True,True,113.0,flat,Eixample,30.97345132743363,3500.0
5000,4.0,3.0,True,True,220.0,flat,Sarria-Sant Gervasi,22.727272727272727,5000.0
3600,5.0,4.0,True,True,185.0,flat,Les Corts,19.45945945945946,3600.0
3400,5.0,4.0,True,True,220.0,flat,Sarria-Sant Gervasi,15.454545454545457,3400.0000000000005
2500,3.0,2.0,True,True,145.0,flat,Sarria-Sant Gervasi,17.24137931034483,2500.0000000000005
3000,3.0,3.0,True,True,174.0,,Ciutat Vella,17.24137931034483,3000.0000000000005
5200,3.0,2.0,True,True,150.0,flat,Ciutat Vella,34.666666666666664,5200.0
2600,3.0,2.0,False,True,136.0,,Sant Martí,19.11764705882353,2600.0
3800,2.0,2.0,True,True,100.0,flat,Ciutat Vella,38.0,3800.0
2500,3.0,2.0,True,True,136.0,flat,Sarria-Sant Gervasi,18.38235294117647,2500.0
2700,5.0,3.0,True,True,227.0,flat,Sarria-Sant Gervasi,11.894273127753303,2700.0
6800,5.0,5.0,True,True,325.0,flat,Sarria-Sant Gervasi,20.923076923076923,6800.0
6000,3.0,3.0,True,True,250.0,flat,Sant Martí,24.0,6000.0
3000,4.0,3.0,True,True,193.0,attic,Eixample,15.544041450777202,3000.0
3600,3.0,5.0,True,False,280.0,flat,Les Corts,12.857142857142858,3600.0
3300,4.0,3.0,True,False,174.0,flat,Sarria-Sant Gervasi,18.96551724137931,3300.0
4900,5.0,5.0,True,True,257.0,flat,Sarria-Sant Gervasi,19.06614785992218,4900.0
8000,4.0,4.0,True,False,226.0,flat,Eixample,35.39823008849557,8000.0
3500,3.0,2.0,True,True,150.0,flat,Eixample,23.33333333333333,3499.999999999999
8500,3.0,3.0,True,False,220.0,flat,Eixample,38.63636363636363,8500.0
4900,4.0,3.0,True,False,170.0,apartment,Sarria-Sant Gervasi,28.823529411764707,4900.0
2900,4.0,3.0,True,False,247.0,apartment,Sarria-Sant Gervasi,11.740890688259109,2900.0
3833,3.0,2.0,True,True,135.0,flat,Les Corts,28.392592592592592,3833.0
3200,4.0,3.0,True,True,155.0,attic,Sarria-Sant Gervasi,20.64516129032258,3200.0
4600,4.0,4.0,True,True,270.0,,Sarria-Sant Gervasi,17.037037037037038,4600.0
3850,5.0,3.0,True,False,260.0,flat,Sarria-Sant Gervasi,14.807692307692308,3850.0
9075,4.0,5.0,True,True,215.0,attic,Sarria-Sant Gervasi,42.2093023255814,9075.0
7000,5.0,5.0,True,True,400.0,flat,Sarria-Sant Gervasi,17.5,7000.0
2900,4.0,2.0,True,True,150.0,flat,Sarria-Sant Gervasi,19.33333333333333,2899.999999999999
3000,3.0,2.0,True,True,165.0,flat,Sarria-Sant Gervasi,18.181818181818183,3000.0000000000005
5300,4.0,5.0,False,True,260.0,flat,Sarria-Sant Gervasi,20.384615384615383,5300.0
3000,3.0,2.0,True,False,160.0,flat,Sarria-Sant Gervasi,18.75,3000.0
4700,4.0,3.0,True,True,224.0,flat,Sarria-Sant Gervasi,20.982142857142858,4700.0
3200,4.0,3.0,True,True,120.0,attic,Sarria-Sant Gervasi,26.666666666666668,3200.0
2800,4.0,3.0,True,False,200.0,flat,Les Corts,14.0,2800.0
2900,3.0,2.0,True,False,178.0,flat,Sarria-Sant Gervasi,16.292134831460675,2900.0
2580,3.0,2.0,True,False,154.0,flat,Eixample,16.753246753246753,2580.0
10000,3.0,3.0,True,True,185.0,attic,Sant Martí,54.054054054054056,10000.0
6000,3.0,2.0,True,True,240.0,flat,Sant Martí,25.0,6000.0
2520,3.0,2.0,True,False,193.0,,Sant Martí,13.05699481865285,2520.0
2600,3.0,2.0,True,True,121.0,flat,Sant Martí,21.487603305785125,2600.0
3900,3.0,2.0,True,True,135.0,apartment,Sant Martí,28.88888888888889,3900.0
4000,3.0,4.0,True,True,350.0,attic,Les Corts,11.428571428571429,4000.0
3500,6.0,4.0,True,False,230.0,flat,Les Corts,15.217391304347826,3500.0
2700,4.0,3.0,True,True,190.0,flat,Les Corts,14.210526315789474,2700.0
2975,5.0,2.0,True,True,232.0,flat,Les Corts,12.823275862068966,2975.0
8500,4.0,3.0,True,True,190.0,attic,Les Corts,44.73684210526316,8500.0
2600,3.0,2.0,True,True,177.0,flat,Les Corts,14.689265536723164,2600.0
6500,4.0,4.0,True,True,285.0,flat,Les Corts,22.80701754385965,6500.000000000001
4200,5.0,4.0,True,True,273.0,apartment,Les Corts,15.384615384615383,4200.0
2500,2.0,3.0,True,True,150.0,apartment,Les Corts,16.666666666666668,2500.0
2950,5.0,3.0,True,False,250.0,apartment,Les Corts,11.8,2950.0
3000,5.0,3.0,True,True,233.0,apartment,Les Corts,12.875536480686696,3000.0
2600,5.0,3.0,True,True,180.0,flat,Les Corts,14.444444444444445,2600.0
3600,4.0,4.0,True,False,248.0,apartment,Les Corts,14.516129032258064,3600.0
3600,4.0,4.0,True,True,170.0,flat,Les Corts,21.176470588235293,3600.0
3000,4.0,4.0,True,False,235.0,flat,Les Corts,12.76595744680851,3000.0
2750,5.0,3.0,True,False,160.0,flat,Les Corts,17.1875,2750.0
3500,3.0,3.0,True,True,191.0,apartment,Les Corts,18.32460732984293,3499.9999999999995
2500,3.0,3.0,True,False,140.0,,Sarria-Sant Gervasi,17.857142857142858,2500.0
2700,3.0,2.0,True,False,85.0,,Sarria-Sant Gervasi,31.764705882352946,2700.0000000000005
2500,2.0,2.0,True,True,116.0,flat,Sant Martí,21.55172413793104,2500.0000000000005
12000,3.0,3.0,True,True,200.0,attic,Sant Martí,60.0,12000.0
3000,4.0,3.0,True,True,130.0,,Eixample,23.07692307692308,3000.0000000000005
4000,4.0,3.0,True,False,170.0,flat,Les Corts,23.529411764705884,4000.0000000000005
8500,5.0,5.0,True,True,480.0,flat,Sarria-Sant Gervasi,17.708333333333332,8500.0
2500,2.0,1.0,True,False,70.0,flat,Ciutat Vella,35.714285714285715,2500.0
5500,4.0,2.0,True,True,230.0,flat,Sant Martí,23.91304347826087,5500.0
2900,3.0,2.0,True,False,180.0,flat,Eixample,16.11111111111111,2900.0
3600,3.0,4.0,True,True,176.0,flat,Les Corts,20.454545454545453,3600.0
7500,4.0,3.0,True,True,160.0,attic,Sant Martí,46.875,7500.0
2700,4.0,4.0,True,True,156.0,flat,Les Corts,17.307692307692307,2700.0
3300,5.0,3.0,True,True,214.0,flat,Sarria-Sant Gervasi,15.42056074766355,3300.0
2800,2.0,2.0,True,True,96.0,flat,Sarria-Sant Gervasi,29.166666666666668,2800.0
8000,4.0,4.0,True,True,350.0,attic,Eixample,22.857142857142858,8000.0
2655,2.0,2.0,True,True,139.0,flat,Sarria-Sant Gervasi,19.10071942446044,2655.0000000000014
2900,4.0,2.0,True,True,153.0,flat,Sarria-Sant Gervasi,18.954248366013072,2900.0
3800,5.0,4.0,True,False,287.0,flat,Sarria-Sant Gervasi,13.2404181184669,3800.0000000000005
2934,3.0,2.0,True,True,117.0,flat,Eixample,25.07692307692308,2934.0000000000005
2550,4.0,2.0,True,True,166.0,flat,Les Corts,15.36144578313253,2550.0
3500,2.0,3.0,True,True,137.0,flat,Eixample,25.547445255474454,3500.0
3300,3.0,2.0,True,True,160.0,flat,Sarria-Sant Gervasi,20.625,3300.0
8500,3.0,3.0,True,True,140.0,apartment,Eixample,60.71428571428572,8500.000000000002
2500,3.0,2.0,True,False,105.0,apartment,Eixample,23.80952380952381,2500.0
8000,4.0,4.0,True,True,350.0,attic,Eixample,22.857142857142858,8000.0
3500,5.0,3.0,True,True,220.0,flat,Sarria-Sant Gervasi,15.909090909090908,3500.0
3250,4.0,3.0,True,True,184.0,flat,Sarria-Sant Gervasi,17.66304347826087,3250.0000000000005
6500,5.0,4.0,True,True,305.0,attic,Sarria-Sant Gervasi,21.311475409836067,6500.0
2700,4.0,3.0,True,False,170.0,flat,Sarria-Sant Gervasi,15.882352941176473,2700.0000000000005
3750,2.0,2.0,True,True,105.0,apartment,Sarria-Sant Gervasi,35.714285714285715,3750.0
2950,3.0,2.0,True,False,150.0,flat,Sarria-Sant Gervasi,19.666666666666668,2950.0
3300,2.0,2.0,True,False,133.0,flat,Eixample,24.81203007518797,3300.0
4000,4.0,4.0,True,True,170.0,flat,Eixample,23.529411764705884,4000.0000000000005
8700,3.0,2.0,True,True,165.0,flat,Eixample,52.72727272727273,8700.0
2500,2.0,2.0,True,False,105.0,apartment,Eixample,23.80952380952381,2500.0
2500,3.0,2.0,True,True,100.0,flat,Eixample,25.0,2500.0
3180,3.0,4.0,True,False,220.0,flat,Eixample,14.454545454545457,3180.0000000000005
4200,5.0,3.0,True,True,265.0,flat,Eixample,15.849056603773583,4199.999999999999
2970,5.0,5.0,True,False,246.0,flat,Eixample,12.073170731707316,2970.0
4000,4.0,4.0,True,True,170.0,flat,Eixample,23.529411764705884,4000.0000000000005
3500,2.0,2.0,True,True,100.0,attic,Eixample,35.0,3500.0
3100,1.0,1.0,True,True,50.0,apartment,Eixample,62.0,3100.0
2800,5.0,2.0,True,False,200.0,flat,Eixample,14.0,2800.0
4000,6.0,3.0,True,True,228.0,apartment,Eixample,17.54385964912281,4000.0000000000005
4600,5.0,3.0,False,True,250.0,flat,Eixample,18.4,4600.0
2950,4.0,2.0,True,True,180.0,,Eixample,16.38888888888889,2950.0
3900,3.0,3.0,True,True,160.0,flat,Eixample,24.375,3900.0
3300,4.0,2.0,False,False,200.0,flat,Eixample,16.5,3300.0
3500,6.0,3.0,True,False,240.0,flat,Eixample,14.583333333333334,3500.0
6500,5.0,5.0,True,True,234.0,apartment,Eixample,27.77777777777778,6500.0
3800,5.0,3.0,True,True,150.0,apartment,Eixample,25.33333333333333,3799.999999999999
3000,4.0,2.0,True,True,112.0,,Eixample,26.785714285714285,3000.0
3500,0.0,3.0,True,True,260.0,apartment,Eixample,13.461538461538462,3500.0
4000,6.0,2.0,True,True,220.0,flat,Eixample,18.181818181818183,4000.0000000000005
2900,3.0,2.0,False,False,120.0,flat,Eixample,24.166666666666668,2900.0
5500,4.0,3.0,True,True,252.0,attic,Eixample,21.825396825396822,5499.999999999999
2750,3.0,2.0,True,False,203.0,flat,Eixample,13.54679802955665,2750.0
4400,2.0,2.0,True,False,75.0,flat,Eixample,58.66666666666666,4399.999999999999
3500,5.0,2.0,True,True,343.0,flat,Les Corts,10.20408163265306,3499.999999999999
3200,3.0,2.0,True,True,133.0,flat,Eixample,24.06015037593985,3200.0
3000,2.0,2.0,True,True,117.0,flat,Eixample,25.64102564102564,2999.9999999999995
2550,4.0,3.0,True,True,210.0,flat,Sarria-Sant Gervasi,12.142857142857142,2550.0
2700,3.0,2.0,True,False,85.0,,Sarria-Sant Gervasi,31.764705882352946,2700.0000000000005
2800,3.0,2.0,True,True,125.0,flat,Sarria-Sant Gervasi,22.4,2800.0
2800,3.0,2.0,True,True,125.0,flat,Sarria-Sant Gervasi,22.4,2800.0
3900,3.0,2.0,True,True,120.0,flat,Sant Martí,32.5,3900.0
2505,1.0,1.0,False,False,90.0,apartment,Sant Martí,27.83333333333333,2504.9999999999995
2700,4.0,2.0,True,False,85.0,,Sarria-Sant Gervasi,31.764705882352946,2700.0000000000005
4500,3.0,2.0,False,False,105.0,flat,Eixample,42.85714285714285,4499.999999999999
4500,3.0,2.0,True,False,105.0,flat,Eixample,42.85714285714285,4499.999999999999
4500,3.0,2.0,True,True,85.0,flat,Eixample,52.94117647058823,4500.0
4500,4.0,3.0,True,False,180.0,flat,Sarria-Sant Gervasi,25.0,4500.0
3200,3.0,2.0,True,False,85.0,,Sarria-Sant Gervasi,37.64705882352941,3200.0
2700,4.0,2.0,True,False,85.0,,Sarria-Sant Gervasi,31.764705882352946,2700.0000000000005
2800,1.0,1.0,True,False,75.0,,Gràcia,37.333333333333336,2800.0
3200,3.0,2.0,True,False,85.0,,Sarria-Sant Gervasi,37.64705882352941,3200.0
3400,5.0,3.0,True,False,220.0,apartment,Sarria-Sant Gervasi,15.454545454545457,3400.0000000000005
5000,4.0,3.0,True,True,220.0,flat,Sarria-Sant Gervasi,22.727272727272727,5000.0
2500,2.0,2.0,True,False,110.0,flat,Eixample,22.727272727272727,2500.0
3600,4.0,3.0,True,True,165.0,flat,Sarria-Sant Gervasi,21.818181818181817,3599.9999999999995
3200,4.0,4.0,True,True,225.0,flat,Les Corts,14.22222222222222,3199.9999999999995
3800,5.0,3.0,True,False,201.0,flat,Gràcia,18.90547263681592,3799.9999999999995
3300,4.0,3.0,True,True,150.0,flat,Sarria-Sant Gervasi,22.0,3300.0
3000,4.0,3.0,True,False,200.0,attic,Eixample,15.0,3000.0
2800,3.0,3.0,True,True,194.0,flat,Sant Martí,14.43298969072165,2800.0
6213,3.0,2.0,False,False,120.0,apartment,Sant Martí,51.775,6213.0
2600,2.0,2.0,False,False,95.0,apartment,Ciutat Vella,27.36842105263158,2600.0
3375,5.0,3.0,True,False,296.0,attic,Sarria-Sant Gervasi,11.402027027027026,3375.0
2900,3.0,2.0,True,False,148.0,flat,Sarria-Sant Gervasi,19.5945945945946,2900.000000000001
3250,3.0,3.0,True,False,200.0,flat,Eixample,16.25,3250.0
3500,6.0,4.0,True,False,230.0,flat,Les Corts,15.217391304347826,3500.0
3000,2.0,2.0,True,True,91.0,flat,Eixample,32.967032967032964,2999.9999999999995
2500,3.0,2.0,True,False,135.0,flat,Eixample,18.51851851851852,2500.0
2800,4.0,3.0,True,True,175.0,,Sarria-Sant Gervasi,16.0,2800.0
2500,4.0,2.0,True,False,145.0,flat,Sarria-Sant Gervasi,17.24137931034483,2500.0000000000005
5000,5.0,5.0,True,False,327.0,flat,Sarria-Sant Gervasi,15.29051987767584,4999.999999999999
2800,3.0,2.0,True,False,106.0,flat,Sant Martí,26.41509433962264,2800.0
3600,3.0,4.0,True,True,211.0,,Eixample,17.061611374407583,3600.0
2500,3.0,2.0,True,True,120.0,flat,Sant Martí,20.83333333333333,2499.9999999999995
7500,5.0,4.0,True,True,225.0,attic,Sarria-Sant Gervasi,33.333333333333336,7500.000000000001
3300,2.0,2.0,True,True,182.0,flat,Eixample,18.13186813186813,3300.0
2700,3.0,3.0,True,True,157.0,flat,Sarria-Sant Gervasi,17.197452229299362,2700.0
2750,4.0,3.0,True,True,159.0,flat,Les Corts,17.29559748427673,2750.0
3000,3.0,3.0,True,False,189.0,flat,Eixample,15.873015873015872,2999.9999999999995
3630,3.0,3.0,True,True,220.0,flat,Sant Martí,16.5,3630.0
3700,6.0,5.0,True,False,180.0,attic,Sarria-Sant Gervasi,20.55555555555556,3700.000000000001
3100,4.0,3.0,True,False,195.0,flat,Sarria-Sant Gervasi,15.897435897435898,3100.0
2700,4.0,4.0,True,False,170.0,flat,Sarria-Sant Gervasi,15.882352941176473,2700.0000000000005
2750,3.0,2.0,True,False,140.0,flat,Les Corts,19.642857142857142,2750.0
3500,1.0,1.0,True,False,66.0,apartment,Sant Martí,53.03030303030303,3500.0
14800,1.0,1.0,True,False,80.0,apartment,Ciutat Vella,185.0,14800.0
6126,3.0,2.0,False,False,130.0,apartment,Eixample,47.12307692307692,6126.0
2970,3.0,2.0,False,False,100.0,apartment,Eixample,29.7,2970.0
3080,1.0,1.0,False,False,115.0,apartment,Sarria-Sant Gervasi,26.782608695652176,3080.0
4000,3.0,2.0,False,False,85.0,apartment,Les Corts,47.05882352941177,4000.0000000000005
2492,3.0,2.0,False,False,71.0,apartment,Eixample,35.098591549295776,2492.0
2922,3.0,2.0,False,False,71.0,apartment,Ciutat Vella,41.15492957746479,2922.0
3540,5.0,4.0,False,False,120.0,apartment,Eixample,29.5,3540.0
6998,3.0,2.0,False,False,130.0,apartment,Eixample,53.83076923076923,6998.0
7192,2.0,1.0,False,False,55.0,apartment,Eixample,130.76363636363635,7191.999999999999
3180,3.0,3.0,True,False,220.0,apartment,Eixample,14.454545454545457,3180.0000000000005
2800,5.0,2.0,True,True,225.0,flat,Eixample,12.444444444444445,2800.0
4034,4.0,3.0,True,True,165.0,flat,Sarria-Sant Gervasi,24.44848484848485,4034.0
7200,2.0,3.0,True,False,164.0,apartment,Sant Martí,43.90243902439025,7200.000000000001
3000,2.0,2.0,True,False,77.0,apartment,Sant Martí,38.96103896103896,3000.0
5500,4.0,2.0,True,True,230.0,flat,Sant Martí,23.91304347826087,5500.0
2790,4.0,3.0,True,True,205.0,attic,Eixample,13.609756097560975,2790.0
4000,2.0,1.0,False,False,60.0,apartment,Eixample,66.66666666666667,4000.0000000000005
2500,1.0,1.0,False,False,45.0,apartment,Eixample,55.55555555555556,2500.0
2970,3.0,2.0,False,False,130.0,apartment,Eixample,22.846153846153847,2970.0
3373,2.0,1.0,False,False,62.0,apartment,Gràcia,54.403225806451616,3373.0
2969,1.0,1.0,False,False,44.0,apartment,Gràcia,67.47727272727273,2969.0000000000005
2654,2.0,1.0,False,False,62.0,apartment,Sant Martí,42.80645161290322,2653.9999999999995
2654,2.0,1.0,False,False,62.0,apartment,Sant Martí,42.80645161290322,2653.9999999999995
5589,4.0,2.0,False,False,95.0,apartment,Eixample,58.83157894736842,5589.0
7147,4.0,2.0,True,False,110.0,apartment,Eixample,64.97272727272727,7147.0
3500,5.0,4.0,True,True,207.0,flat,Sarria-Sant Gervasi,16.908212560386474,3500.0
4500,4.0,2.0,True,True,118.0,flat,Sant Martí,38.13559322033898,4500.0
3200,5.0,3.0,True,True,193.0,flat,Les Corts,16.580310880829014,3199.9999999999995
3000,1.0,1.0,True,False,60.0,flat,Ciutat Vella,50.0,3000.0
2950,6.0,3.0,True,False,245.0,flat,Sarria-Sant Gervasi,12.040816326530612,2950.0
3000,2.0,2.0,True,False,80.0,flat,Ciutat Vella,37.5,3000.0
2900,3.0,2.0,True,False,184.0,flat,Sarria-Sant Gervasi,15.76086956521739,2900.0
2550,4.0,3.0,True,False,136.0,flat,Les Corts,18.75,2550.0
15000,4.0,1.0,True,False,450.0,flat,Sarria-Sant Gervasi,33.333333333333336,15000.000000000002
2500,3.0,2.0,True,False,190.0,flat,Les Corts,13.157894736842104,2500.0
2581,6.0,3.0,True,False,207.0,flat,Sarria-Sant Gervasi,12.468599033816425,2581.0
9075,4.0,5.0,True,True,215.0,flat,Sarria-Sant Gervasi,42.2093023255814,9075.0
4034,4.0,3.0,True,True,170.0,flat,Sarria-Sant Gervasi,23.729411764705883,4034.0
4050,5.0,4.0,True,True,306.0,flat,Sarria-Sant Gervasi,13.235294117647058,4049.9999999999995
3961,3.0,2.0,True,True,142.0,flat,Sarria-Sant Gervasi,27.8943661971831,3961.0
4473,5.0,4.0,True,True,306.0,flat,Sarria-Sant Gervasi,14.617647058823527,4472.999999999999
3555,2.0,2.0,True,True,93.0,flat,Sarria-Sant Gervasi,38.2258064516129,3554.9999999999995
2900,2.0,3.0,True,True,180.0,flat,Sarria-Sant Gervasi,16.11111111111111,2900.0
2650,4.0,3.0,True,True,180.0,attic,Eixample,14.72222222222222,2649.9999999999995
4500,4.0,3.0,True,False,130.0,flat,Eixample,34.61538461538461,4500.0
3500,5.0,4.0,True,False,220.0,flat,Sarria-Sant Gervasi,15.909090909090908,3500.0
4000,4.0,3.0,True,True,185.0,flat,Sarria-Sant Gervasi,21.62162162162162,4000.0
2800,3.0,3.0,True,False,170.0,,Sarria-Sant Gervasi,16.470588235294116,2799.9999999999995
3200,4.0,3.0,True,True,155.0,attic,Sarria-Sant Gervasi,20.64516129032258,3200.0
4600,4.0,4.0,False,False,220.0,apartment,Sarria-Sant Gervasi,20.90909090909091,4600.0
2500,3.0,3.0,True,True,165.0,attic,Sarria-Sant Gervasi,15.151515151515152,2500.0
4000,4.0,3.0,True,False,180.0,flat,Sarria-Sant Gervasi,22.22222222222222,4000.0
3500,5.0,4.0,True,True,200.0,flat,Sarria-Sant Gervasi,17.5,3500.0
2650,4.0,3.0,True,True,78.0,attic,Eixample,33.97435897435897,2649.9999999999995
13272,5.0,2.0,False,False,140.0,apartment,Eixample,94.8,13272.0
2600,1.0,1.0,False,False,45.0,apartment,Eixample,57.77777777777778,2600.0
3450,1.0,1.0,False,False,60.0,apartment,Eixample,57.5,3450.0
2806,2.0,2.0,False,False,69.0,apartment,Eixample,40.66666666666666,2805.9999999999995
4900,5.0,5.0,True,False,277.0,flat,Les Corts,17.689530685920577,4900.0
2637,5.0,3.0,True,True,216.0,flat,Sarria-Sant Gervasi,12.208333333333334,2637.0
2500,3.0,2.0,True,False,140.0,,Sarria-Sant Gervasi,17.857142857142858,2500.0
3500,4.0,3.0,True,True,230.0,attic,Sarria-Sant Gervasi,15.217391304347826,3500.0
2700,3.0,3.0,True,False,157.0,flat,Sarria-Sant Gervasi,17.197452229299362,2700.0
2550,5.0,3.0,True,False,250.0,flat,Eixample,10.2,2550.0
2500,4.0,2.0,True,False,146.0,flat,Sarria-Sant Gervasi,17.123287671232877,2500.0
2500,3.0,3.0,True,True,161.0,flat,Les Corts,15.527950310559008,2500.0000000000005
2500,3.0,3.0,True,True,161.0,flat,Les Corts,15.527950310559008,2500.0000000000005
4500,4.0,3.0,False,False,215.0,flat,Eixample,20.930232558139537,4500.0
6900,5.0,5.0,True,True,240.0,flat,Eixample,28.75,6900.0
3900,5.0,5.0,True,False,190.0,flat,Eixample,20.526315789473685,3900.0
5500,4.0,3.0,True,True,250.0,attic,Les Corts,22.0,5500.0
3800,4.0,2.0,True,True,200.0,flat,Gràcia,19.0,3800.0
3800,4.0,2.0,True,True,200.0,flat,Gràcia,19.0,3800.0
2600,5.0,5.0,True,False,272.0,attic,Les Corts,9.558823529411764,2600.0
2900,3.0,3.0,True,True,132.0,,Eixample,21.96969696969697,2900.0
3100,5.0,3.0,True,True,183.0,flat,Sarria-Sant Gervasi,16.939890710382514,3100.0
2700,5.0,2.0,True,True,160.0,flat,Les Corts,16.875,2700.0
2580,3.0,2.0,True,False,140.0,apartment,Eixample,18.428571428571427,2580.0
3500,3.0,2.0,True,True,135.0,apartment,Ciutat Vella,25.925925925925927,3500.0
3300,4.0,4.0,True,False,164.0,flat,Sarria-Sant Gervasi,20.121951219512194,3300.0
2500,5.0,2.0,False,False,235.0,flat,Eixample,10.638297872340424,2499.9999999999995
4000,4.0,3.0,False,True,220.0,flat,Eixample,18.181818181818183,4000.0000000000005
2900,5.0,3.0,True,False,150.0,flat,Sarria-Sant Gervasi,19.33333333333333,2899.999999999999
2700,3.0,3.0,True,False,140.0,flat,Les Corts,19.285714285714285,2700.0
2650,3.0,2.0,True,False,132.0,flat,Sarria-Sant Gervasi,20.07575757575757,2649.9999999999995
15000,4.0,3.0,True,False,450.0,apartment,Sarria-Sant Gervasi,33.333333333333336,15000.000000000002
2650,3.0,2.0,True,True,136.0,flat,Sarria-Sant Gervasi,19.48529411764705,2649.999999999999
3600,5.0,4.0,True,True,200.0,attic,Horta- Guinardo,18.0,3600.0
2500,3.0,2.0,True,True,140.0,attic,Sarria-Sant Gervasi,17.857142857142858,2500.0
2500,4.0,2.0,True,True,172.0,flat,Sarria-Sant Gervasi,14.534883720930232,2500.0
2500,3.0,2.0,True,True,140.0,attic,Sarria-Sant Gervasi,17.857142857142858,2500.0
2500,3.0,3.0,True,False,140.0,,Sarria-Sant Gervasi,17.857142857142858,2500.0
2600,4.0,3.0,True,True,200.0,flat,Les Corts,13.0,2600.0
2805,4.0,3.0,True,False,197.0,flat,Eixample,14.238578680203046,2805.0
2650,4.0,3.0,True,True,187.0,attic,Eixample,14.171122994652409,2650.0000000000005
2500,4.0,2.0,True,True,130.0,flat,Sant Martí,19.23076923076923,2500.0
4000,5.0,4.0,False,True,280.0,flat,Sarria-Sant Gervasi,14.285714285714286,4000.0
3300,3.0,2.0,True,True,152.0,flat,Sarria-Sant Gervasi,21.71052631578948,3300.000000000001
4000,5.0,4.0,True,True,300.0,flat,Sarria-Sant Gervasi,13.333333333333334,4000.0
